Date,SPY,IWM,XLE,XLU,XLK,XLB,XLP,XLY,XLI,XLV,XLF,SHY,TLT
2015-04-14,178.50270080566406,111.3802490234375,55.69542694091797,33.045101165771484,37.277503967285156,41.379024505615234,38.9361457824707,68.68425750732422,47.740413665771484,63.61861038208008,16.573633193969727,74.79219055175781,105.04745483398438
2015-04-15,179.30361938476562,112.16020202636719,57.0262451171875,33.12690353393555,37.60723114013672,41.77858352661133,38.82597732543945,68.68425750732422,47.82493209838867,63.782470703125,16.634944915771484,74.79219055175781,104.95902252197266
2015-04-16,179.2525177001953,112.09814453125,56.89523696899414,32.911258697509766,37.47355651855469,41.6870231628418,38.96760177612305,68.8194580078125,47.723533630371094,63.74797058105469,16.662185668945312,74.82743835449219,104.43670654296875
2015-04-17,177.19044494628906,110.28126525878906,56.48149871826172,32.79228591918945,36.95668029785156,41.30412292480469,38.60564422607422,67.80106353759766,47.14893341064453,63.19609832763672,16.437395095825195,74.79219055175781,105.63412475585938
2015-04-20,178.80943298339844,111.36253356933594,56.69525146484375,33.28304672241211,37.58940887451172,41.603782653808594,38.73941421508789,68.5490951538086,47.69818115234375,63.584136962890625,16.505516052246094,74.78340911865234,104.70189666748047
2015-04-21,178.59642028808594,111.2472915649414,56.095340728759766,32.985618591308594,37.571598052978516,41.295799255371094,38.81025314331055,68.62117004394531,47.6390266418457,64.00666046142578,16.423770904541016,74.79219055175781,104.22779083251953
2015-04-22,179.47406005859375,111.41571044921875,56.467716217041016,33.05254364013672,37.95478057861328,41.379024505615234,38.833839416503906,68.68425750732422,47.84181594848633,64.110107421875,16.53957176208496,74.7304916381836,102.63665771484375
2015-04-23,179.92564392089844,111.9208984375,56.8538703918457,33.23843765258789,38.10629653930664,41.48725891113281,38.7000732421875,69.02674865722656,47.79112243652344,64.35155487060547,16.56682586669922,74.76578521728516,103.07862854003906
2015-04-24,180.3431396484375,111.54866027832031,56.529788970947266,33.57305145263672,38.43601989746094,41.83685302734375,38.707950592041016,69.96405792236328,47.588321685791016,64.1446304321289,16.53957176208496,74.79219055175781,103.72147369384766
2015-04-27,179.5933380126953,110.31669616699219,56.467716217041016,33.1715087890625,38.5429573059082,42.20311737060547,38.495479583740234,69.35121154785156,47.57142639160156,62.98054122924805,16.478267669677734,74.78340911865234,103.72147369384766
2015-04-28,180.16424560546875,110.92823028564453,56.750431060791016,33.409454345703125,38.667724609375,42.26138687133789,38.534820556640625,69.10785675048828,47.65592575073242,63.29094696044922,16.573633193969727,74.7481460571289,102.29107666015625
2015-04-29,179.4229278564453,109.722900390625,57.19173812866211,33.268184661865234,38.4805908203125,42.236419677734375,38.18857192993164,68.63921356201172,47.41934585571289,62.71322250366211,16.56682586669922,74.75697326660156,101.03751373291016
2015-04-30,177.62503051757812,107.40080261230469,57.012474060058594,32.88151550292969,37.94588088989258,41.97003936767578,38.06267547607422,67.87315368652344,47.005306243896484,61.83372497558594,16.437395095825195,74.7481460571289,101.21424102783203
2015-05-01,179.5507049560547,108.10098266601562,57.14348220825195,33.06740951538086,38.40928268432617,42.66094207763672,38.408912658691406,68.8104476928711,47.59678268432617,62.670101165771484,16.5804443359375,74.71733093261719,99.85175323486328
2015-05-04,180.06201171875,108.490966796875,56.9986686706543,33.312801361083984,38.44492721557617,42.544403076171875,38.46400451660156,68.95466613769531,47.672828674316406,63.06675338745117,16.74393081665039,74.71733093261719,98.90959930419922
2015-05-05,177.99993896484375,107.10832977294922,56.29531478881836,32.5692138671875,37.847843170166016,42.06161117553711,38.15711212158203,68.23365020751953,47.03065490722656,62.27349090576172,16.59407615661621,74.6996841430664,98.77271270751953
2015-05-06,177.26715087890625,107.4805908203125,56.07467269897461,32.390750885009766,37.52703094482422,42.0699348449707,38.27513122558594,67.95426177978516,47.005306243896484,62.03202438354492,16.512319564819336,74.67327880859375,97.08168029785156
2015-05-07,177.97434997558594,107.88826751708984,55.46786117553711,32.509727478027344,37.80329132080078,42.25307083129883,38.36956024169922,68.30574798583984,47.25035095214844,62.325218200683594,16.628128051757812,74.64684295654297,98.38617706298828
2015-05-08,180.31761169433594,108.69476318359375,56.378055572509766,32.740230560302734,38.34690475463867,42.92731475830078,38.69220733642578,69.03577423095703,47.80801010131836,63.334083557128906,16.86655044555664,74.75257110595703,98.65198516845703
2015-05-11,179.45697021484375,108.75685119628906,55.3161506652832,32.51715850830078,38.15084457397461,42.7275505065918,38.534820556640625,68.72933959960938,47.76577377319336,63.36854934692383,16.80524253845215,74.68209075927734,96.25226593017578
2015-05-12,178.9202117919922,108.56185913085938,55.57128143310547,32.479976654052734,37.94588088989258,42.27803421020508,38.44825744628906,68.6031494140625,47.7150764465332,62.9632682800293,16.74393081665039,74.69091796875,96.50186920166016
2015-05-13,178.95428466796875,108.56185913085938,55.42649459838867,32.16023254394531,38.10629653930664,42.22808074951172,38.43252944946289,68.17054748535156,47.816471099853516,63.03225326538086,16.75075340270996,74.72612762451172,95.72889709472656
2015-05-14,180.8203125,109.71402740478516,55.40580749511719,32.53202438354492,38.72119903564453,42.66925811767578,39.022701263427734,68.47698974609375,48.298095703125,63.903194427490234,16.90060806274414,74.79663848876953,95.98651123046875
2015-05-15,181.01632690429688,109.58995056152344,55.62643814086914,32.95588684082031,38.59642791748047,42.87737274169922,39.14860916137695,69.02674865722656,48.2558479309082,64.03251647949219,16.8256778717041,74.79663848876953,97.9111099243164
